Iterations,SSIM,PSNR,LPIPS
25000,0.9968053698539734,43.89521026611328,0.002888308372348547
15000,0.9962329864501953,43.01519012451172,0.0034541806671768427
20000,0.9966209530830383,43.62724304199219,0.003025466576218605
10000,0.995755136013031,42.29920959472656,0.003963610623031855
5000,0.9939976334571838,40.11933898925781,0.00575346639379859
30000,0.9969052672386169,44.111351013183594,0.002798667876049876
