Iterations,SSIM,PSNR,LPIPS
25000,0.9055401682853699,26.367765426635742,0.06975305080413818
15000,0.895548403263092,25.708744049072266,0.08161646127700806
20000,0.9029516577720642,26.159393310546875,0.07305009663105011
10000,0.8717424273490906,24.504032135009766,0.10455705970525742
5000,0.8396570086479187,23.476587295532227,0.14562943577766418
30000,0.9077101945877075,26.617801666259766,0.0680612251162529
