Iterations,SSIM,PSNR,LPIPS
10000,0.9930811524391174,40.778350830078125,0.0107954116538167
15000,0.9937523603439331,41.442893981933594,0.009547382593154907
20000,0.9942267537117004,41.867835998535156,0.00890496838837862
25000,0.9944526553153992,42.09123229980469,0.008607976138591766
30000,0.9946176409721375,42.28156280517578,0.008331854827702045
5000,0.9906061291694641,38.752662658691406,0.01405432727187872
