Iterations,SSIM,PSNR,LPIPS
10000,0.5822052359580994,21.23986053466797,0.36977484822273254
15000,0.6135375499725342,21.722951889038086,0.34031274914741516
20000,0.6234737038612366,21.936878204345703,0.32935312390327454
25000,0.6272912621498108,21.974245071411133,0.32480695843696594
30000,0.6280481815338135,21.989826202392578,0.32300835847854614
5000,0.5137569308280945,20.417158126831055,0.43630507588386536
