Iterations,SSIM,PSNR,LPIPS
10000,0.8569846153259277,21.675537109375,0.14554022252559662
15000,0.8703721761703491,22.069982528686523,0.12626104056835175
20000,0.8788201212882996,22.3640193939209,0.11397101730108261
25000,0.8792325258255005,22.38547134399414,0.11299740523099899
30000,0.8796879649162292,22.383092880249023,0.11119143664836884
5000,0.8290765881538391,20.98573875427246,0.17263641953468323
