Iterations,SSIM,PSNR,LPIPS
10000,0.9625539779663086,31.812795639038086,0.04011261835694313
15000,0.9679637551307678,32.66939926147461,0.034105122089385986
20000,0.9710994362831116,33.32578659057617,0.030663523823022842
25000,0.9721354842185974,33.6257438659668,0.02946353331208229
30000,0.9730833768844604,33.8343620300293,0.02835831232368946
5000,0.9500710368156433,30.25880241394043,0.05331573262810707
