Iterations,SSIM,PSNR,LPIPS
10000,0.997616171836853,42.98662185668945,0.00198571989312768
15000,0.9979916214942932,44.070831298828125,0.0016201575053855777
20000,0.9982695579528809,44.85844421386719,0.0013720777351409197
25000,0.9983891844749451,45.07256317138672,0.0011948921019211411
30000,0.9984495639801025,45.366661071777344,0.0011925345752388239
5000,0.9965046048164368,41.030364990234375,0.003058413043618202
