Iterations,SSIM,PSNR,LPIPS
10000,0.8718655109405518,24.62999725341797,0.10471932590007782
15000,0.8951193690299988,25.679773330688477,0.08200934529304504
20000,0.9025509357452393,26.164146423339844,0.073682501912117
25000,0.9051770567893982,26.38117218017578,0.06989967823028564
30000,0.9067504405975342,26.5640926361084,0.06878647953271866
5000,0.8389511108398438,23.467647552490234,0.14620822668075562
