Iterations,SSIM,PSNR,LPIPS
25000,0.8334259986877441,21.24527359008789,0.2220069020986557
15000,0.8259166479110718,21.1857967376709,0.24374330043792725
20000,0.8330969214439392,21.32592010498047,0.2275523841381073
10000,0.8051624894142151,20.66006088256836,0.2768312096595764
5000,0.7661551833152771,19.907958984375,0.32593491673469543
30000,0.8355177640914917,21.515554428100586,0.21628208458423615
